2026-02-05 14:21:34,960 | __main__ | INFO | Starting Overheating Classifier server on {args.host}:{args.port}
2026-02-05 14:23:46,438 | src.compute.geometry_score | INFO | Geometry G stats: min=-0.000, max=96.407, mean=54.953
2026-02-05 14:23:46,439 | src.compute.energy_model | INFO | Starting energy analysis pipeline
2026-02-05 14:23:46,440 | src.compute.energy_model | INFO | Calculating region-aware energy accumulation for 10 layers
2026-02-05 14:23:46,440 | src.compute.energy_model | INFO | Parameters: dissipation_factor=0.5, convection_factor=0.05, use_geometry_multiplier=True, area_ratio_power=3, gaussian_ratio_power=0.15
2026-02-05 14:23:46,441 | src.compute.energy_model | DEBUG | Layer 1: 1 region(s)
2026-02-05 14:23:46,441 | src.compute.energy_model | DEBUG | Layer 1: regions=1, E_max=10125.00, energies=['10125.0']
2026-02-05 14:23:46,441 | src.compute.energy_model | DEBUG | Layer 2: 1 region(s)
2026-02-05 14:23:46,452 | src.compute.energy_model | DEBUG | Layer 2: regions=1, E_max=22578.33, energies=['22578.3']
2026-02-05 14:23:46,452 | src.compute.energy_model | DEBUG | Layer 3: 1 region(s)
2026-02-05 14:23:46,463 | src.compute.energy_model | DEBUG | Layer 3: regions=1, E_max=30995.09, energies=['30995.1']
2026-02-05 14:23:46,463 | src.compute.energy_model | DEBUG | Layer 4: 1 region(s)
2026-02-05 14:23:46,474 | src.compute.energy_model | DEBUG | Layer 4: regions=1, E_max=36503.90, energies=['36503.9']
2026-02-05 14:23:46,474 | src.compute.energy_model | DEBUG | Layer 5: 1 region(s)
2026-02-05 14:23:46,477 | src.compute.energy_model | DEBUG | Layer 5: regions=1, E_max=30435.47, energies=['30435.5']
2026-02-05 14:23:46,478 | src.compute.energy_model | DEBUG | Layer 6: 1 region(s)
2026-02-05 14:23:46,481 | src.compute.energy_model | DEBUG | Layer 6: regions=1, E_max=27551.62, energies=['27551.6']
2026-02-05 14:23:46,482 | src.compute.energy_model | DEBUG | Layer 7: 1 region(s)
2026-02-05 14:23:46,486 | src.compute.energy_model | DEBUG | Layer 7: regions=1, E_max=26941.16, energies=['26941.2']
2026-02-05 14:23:46,487 | src.compute.energy_model | DEBUG | Layer 8: 1 region(s)
2026-02-05 14:23:46,492 | src.compute.energy_model | DEBUG | Layer 8: regions=1, E_max=27885.74, energies=['27885.7']
2026-02-05 14:23:46,492 | src.compute.energy_model | DEBUG | Layer 9: 1 region(s)
2026-02-05 14:23:46,499 | src.compute.energy_model | DEBUG | Layer 9: regions=1, E_max=29690.80, energies=['29690.8']
2026-02-05 14:23:46,499 | src.compute.energy_model | DEBUG | Layer 10: 1 region(s)
2026-02-05 14:23:46,507 | src.compute.energy_model | DEBUG | Layer 10: regions=1, E_max=32310.38, energies=['32310.4']
2026-02-05 14:23:46,507 | src.compute.energy_model | INFO | Energy accumulation complete. Max raw E=36503.90, Max risk score=1.000
2026-02-05 14:23:46,507 | src.compute.energy_model | INFO | Energy analysis complete: 9 HIGH, 0 MEDIUM, 1 LOW
2026-02-05 14:23:46,514 | werkzeug | INFO | 127.0.0.1 - - [05/Feb/2026 14:23:46] "GET /api/results/f8a13f2e HTTP/1.1" 200 -
2026-02-05 14:23:47,523 | werkzeug | INFO | 127.0.0.1 - - [05/Feb/2026 14:23:47] "GET /api/slice_visualization/f8a13f2e HTTP/1.1" 200 -
2026-02-05 14:23:49,209 | werkzeug | INFO | 127.0.0.1 - - [05/Feb/2026 14:23:49] "GET /api/layer_surfaces/f8a13f2e/energy HTTP/1.1" 200 -
2026-02-05 14:23:51,557 | werkzeug | INFO | 127.0.0.1 - - [05/Feb/2026 14:23:51] "GET /api/layer_surfaces/f8a13f2e/risk HTTP/1.1" 200 -
2026-02-05 14:23:53,193 | werkzeug | INFO | 127.0.0.1 - - [05/Feb/2026 14:23:53] "GET /api/layer_surfaces/f8a13f2e/area_ratio HTTP/1.1" 200 -
2026-02-05 14:23:55,531 | werkzeug | INFO | 127.0.0.1 - - [05/Feb/2026 14:23:55] "GET /api/layer_surfaces/f8a13f2e/gaussian_factor HTTP/1.1" 200 -
2026-02-05 14:24:02,233 | werkzeug | INFO | 127.0.0.1 - - [05/Feb/2026 14:24:02] "GET /api/layer_surfaces/f8a13f2e/regions HTTP/1.1" 200 -
2026-02-05 14:24:58,667 | src.data.stl_loader | INFO | Loading STL: C:\Users\huayu\Local\Desktop\Overheating_Classifier\CAD\SF_3_overhanges_less_triangles.stl
2026-02-05 14:24:58,672 | src.data.stl_loader | INFO | Loaded STL: 2052 triangles, dimensions 43.14 x 85.00 x 43.02 mm
2026-02-05 14:24:58,672 | __main__ | INFO | Test STL loaded: C:\Users\huayu\Local\Desktop\Overheating_Classifier\CAD\SF_3_overhanges_less_triangles.stl
2026-02-05 14:24:58,673 | werkzeug | INFO | 127.0.0.1 - - [05/Feb/2026 14:24:58] "POST /api/load_test_stl?index=2 HTTP/1.1" 200 -
2026-02-05 14:24:58,930 | werkzeug | INFO | 127.0.0.1 - - [05/Feb/2026 14:24:58] "GET /api/stl_preview?build_direction=Z HTTP/1.1" 200 -
2026-02-05 14:25:13,872 | src.data.stl_loader | INFO | Loading STL: C:\Users\huayu\Local\Desktop\Overheating_Classifier\CAD\SF_3_overhanges_less_triangles.stl
2026-02-05 14:25:13,879 | src.data.stl_loader | INFO | Loaded STL: 2052 triangles, dimensions 43.14 x 85.00 x 43.02 mm
2026-02-05 14:25:13,879 | __main__ | INFO | Test STL loaded: C:\Users\huayu\Local\Desktop\Overheating_Classifier\CAD\SF_3_overhanges_less_triangles.stl
2026-02-05 14:25:13,880 | werkzeug | INFO | 127.0.0.1 - - [05/Feb/2026 14:25:13] "POST /api/load_test_stl?index=2 HTTP/1.1" 200 -
2026-02-05 14:25:14,239 | werkzeug | INFO | 127.0.0.1 - - [05/Feb/2026 14:25:14] "GET /api/stl_preview?build_direction=Z HTTP/1.1" 200 -
2026-02-05 14:25:18,373 | werkzeug | INFO | 127.0.0.1 - - [05/Feb/2026 14:25:18] "GET / HTTP/1.1" 200 -
2026-02-05 14:25:41,683 | src.data.stl_loader | INFO | Loading STL: C:\Users\huayu\Local\Desktop\Overheating_Classifier\CAD\SF_3_overhanges_less_triangles.stl
2026-02-05 14:25:41,688 | src.data.stl_loader | INFO | Loaded STL: 2052 triangles, dimensions 43.14 x 85.00 x 43.02 mm
2026-02-05 14:25:41,689 | __main__ | INFO | Test STL loaded: C:\Users\huayu\Local\Desktop\Overheating_Classifier\CAD\SF_3_overhanges_less_triangles.stl
2026-02-05 14:25:41,689 | werkzeug | INFO | 127.0.0.1 - - [05/Feb/2026 14:25:41] "POST /api/load_test_stl?index=2 HTTP/1.1" 200 -
2026-02-05 14:25:42,050 | werkzeug | INFO | 127.0.0.1 - - [05/Feb/2026 14:25:42] "GET /api/stl_preview?build_direction=Z HTTP/1.1" 200 -
2026-02-05 14:25:53,851 | werkzeug | INFO | 127.0.0.1 - - [05/Feb/2026 14:25:53] "GET / HTTP/1.1" 200 -
